Krank_Acisi_deg,theta2_deg,theta3_deg,theta4_deg,theta5_deg,omega2_deg_s,omega3_deg_s,omega4_deg_s,omega5_deg_s,alpha2_deg_s2,alpha3_deg_s2,alpha4_deg_s2,alpha5_deg_s2,Kisit_Kalintisi_mm,Newton_Iterasyon,Jacobian_Cond
51.5,-49.511737112071,-88.386534010837,-135.903740137957,-67.2196262620546,-123.189708105496,-225.213557504354,112.965725447252,-19.9185028929933,1765.60289919871,867.032693978928,-308.19761036259,-678.926385285505,1.4210854715202e-14,4,2.89423433113933
52,-49.6811288930872,-88.6984879474652,-135.747142956078,-67.2479465033798,-120.732988823436,-223.995539896433,112.532484651852,-20.8632412969244,1771.94374649624,886.781042289638,-315.679026682638,-681.504057243604,1.4210854715202e-14,4,2.88291985143277
52.5,-49.8471026961358,-89.0087313987587,-135.591154732524,-67.2775813813668,-118.267997517382,-222.750640407813,112.088811653925,-21.8115896534997,1777.51700115296,905.744088770626,-323.220076630318,-684.124788195291,2.8421709430404e-14,4,2.87155120596453
53,-50.0096477679993,-89.3172277832774,-135.435790014167,-67.3085359515061,-115.795790232764,-221.479943382338,111.634623233764,-22.7636080614547,1782.33721920691,923.931094863497,-330.821329993787,-686.789001110698,1.4210854715202e-14,4,2.86013240093207
53.5,-50.1687548080077,-89.623942016468,-135.281063464009,-67.3408153531641,-113.317402491553,-220.184519841247,111.169835377585,-23.719357201813,1786.41939076673,941.351975779369,-338.483360406416,-689.497111456609,2.8421709430404e-14,4,2.84866736429847
54,-50.3244159391291,-89.928840491544,-135.126989862295,-67.3744248103845,-110.833848720929,-218.865426607905,110.694363272395,-24.6788983272188,1789.77889477778,958.017253476021,-346.206745046633,-692.249526838893,3.5527136788005e-14,4,2.8371599446326
54.5,-50.4766246783107,-90.2318910591974,-134.973584107622,-67.4093696326748,-108.346121743963,-217.523705497285,110.208121301281,-25.6422932507613,1792.4314549796,973.938010446785,-353.992064321359,-695.046646628722,1.4210854715202e-14,4,2.82561391012276
55,-50.6253759061549,-90.5330630062266,-134.820861218062,-67.4456552157765,-105.855192330581,-216.160382569016,109.711023039163,-26.6096043342683,1794.39309713758,989.125844432298,-361.839901532438,-697.888861571944,2.8421709430404e-14,4,2.81403294775727
55.5,-50.7706658360111,-90.8323270331719,-134.668836332282,-67.4832870424185,-103.362008807016,-214.776467442621,109.202981249011,-27.580894476045,1795.68010762065,1003.5928241548,-369.750842525394,-700.776553380935,2.8421709430404e-14,4,2.80242066266529
56,-50.9124919825666,-91.1296552310418,-134.517524710681,-67.522270683054,-100.86749672181,-213.372952673479,108.683907878564,-28.556227098034,1796.3089933865,1017.35144616374,-377.72547531985,-703.71009430824,2.8421709430404e-14,4,2.79078057761108
56.5,-51.0508531300097,-91.4250210572132,-134.366941736519,-67.5626117965778,-98.372558566384,-211.950813187907,108.153714057585,-29.5356661323694,1796.29644342603,1030.41459287084,-385.764389720914,-706.689846701301,2.8421709430404e-14,4,2.77911613263499
57,-51.1857492998433,-91.7183993105883,-134.217102917056,-67.6043161310256,-95.8780735481262,-210.511005775654,107.612310095655,-30.5192760072991,1795.65929170886,1042.79549184237,-393.868176910806,-709.716162537543,1.4210854715202e-14,4,2.76743068483419
57.5,-51.3171817184168,-92.0097661060843,-134.068023884691,-67.647389524253,-93.3848974138774,-209.054468638033,107.059605480563,-31.5071216324477,1794.41448166322,1054.50767640658,-402.037429019994,-712.789382939068,2.1316282072803e-14,4,2.75572750827648
58,-51.4451527842481,-92.2990988485338,-133.91972039811,-67.691837904593,-90.89386232167,-207.582120989823,106.495508877291,-32.49926838339,1792.57903221437,1065.56494762475,-410.272738677039,-715.909837666196,2.8421709430404e-14,4,2.7440097940402
58.5,-51.569666035199,-92.5863762060681,-133.772208343421,-67.7376672914924,-88.4057767585463,-206.094862713012,105.919928127655,-33.4957820855068,1790.17000539824,1075.98133766545,-418.574698536378,-719.077844589055,1.4210854715202e-14,4,2.73228065037365
59,-51.6907261155669,-92.8715780830547,-133.625503735302,-67.7848837961248,-85.9214255022552,-204.593574060425,105.332770250607,-34.4967289970903,1787.20447555899,1085.77107461287,-426.943900783205,-722.293709136413,2.1316282072803e-14,4,2.72054310296722
59.5,-51.8083387431532,-93.1546855926567,-133.479622718142,-67.8334936219796,-83.4415696246308,-203.079115407213,104.733941443241,-35.5021757916685,1783.69950013244,1094.94854873238,-435.380936614589,-725.557723720924,2.1316282072803e-14,4,2.70880009533168
60,-51.9225106763638,-93.4356810290789,-133.334581567184,-67.883503065426,-80.96694653445,-201.552327048179,104.123347082548,-36.5121895395137,1779.67209201077,1103.52828020863,-443.886395695958,-728.87016713992,1.4210854715202e-14,4,2.69705448927623
60.5,-52.033249681395,-93.714547839563,-133.190396689657,-67.9349185162509,-78.4982700575798,-200.014029038876,103.500891727926,-37.5268376883017,1775.13919347785,1111.52488836491,-452.460865592027,-732.231303950887,2.8421709430404e-14,4,2.68530906547981
61,-52.1405644995557,-93.9912705961916,-133.047084625913,-67.9877464581688,-76.0362305522445,-198.465021078438,102.866479124517,-38.5461880428855,1770.11765169913,1118.95306236543,-461.10493117123,-735.641383820716,1.4210854715202e-14,4,2.67356652414966
61.5,-52.2444648147725,-94.2658349675571,-132.904662050555,-68.0419934693035,-73.5814950572661,-196.906082432067,102.220012207374,-39.5703087441461,1764.62419574514,1125.82753339688,-469.819173982686,-739.100640847809,1.4210854715202e-14,4,2.66182948576085
62,-52.3449612213228,-94.5382276903492,-132.763145773558,-68.0976662226395,-71.1347074711673,-195.33797189113,101.561393106526,-40.5992682468831,1758.67541512289,1132.16304831945,-478.604171604693,-742.609292856087,2.8421709430404e-14,4,2.65010049187111
62.5,-52.4420651918367,-94.8084365409123,-132.622552741382,-68.1547714864421,-68.6964887600602,-193.761427768853,100.890523152956,-41.6331352967037,1752.28773978586,1137.97434477289,-487.460496963706,-746.167540659945,2.1316282072803e-14,4,2.63838200600506
63,-52.535789045606,-95.0764503068195,-132.482900038081,-68.2133161246448,-66.2674371922927,-192.177167929575,100.20730288556,-42.671978905871,1745.47742158926,1143.27612771847,-496.388717622751,-749.775567299152,1.4210854715202e-14,4,2.62667641460243
63.5,-52.6261459172375,-95.3422587585111,-132.344204886392,-68.2733070972019,-63.8481285978676,-190.585889849613,99.5116320591031,-43.7158683280675,1738.26051715449,1148.08304739374,-505.389395038161,-753.433537242676,2.8421709430404e-14,4,2.6149860280248
64,-52.7131497256815,-95.6058526210364,-132.206484648821,-68.3347514604059,-61.4391166507046,-188.988270707766,98.8034096532382,-44.764873032031,1730.65287210373,1152.40967865297,-514.463083783501,-757.141595560403,1.4210854715202e-14,4,2.60331308161579
64.5,-52.7968151436682,-95.8672235459426,-132.069756828716,-68.3976563671671,-59.0409331718719,-187.38496750358,98.0825338826234,-45.8190626740171,1722.67010662353,1156.27050166348,-523.610330739534,-760.899867061685,2.8421709430404e-14,4,2.59165973680971
65,-52.8771575675781,-96.1263640833447,-131.934039071314,-68.4620290672544,-56.6540884519701,-185.776617201493,97.3489022081898,-46.8785070690416,1714.3276023141,1159.67988392465,-532.831674249001,-764.708455399627,2.8421709430404e-14,4,2.58002808228374
65.5,-52.9541930877725,-96.3832676542133,-131.799349164786,-68.5278769074948,-54.2790715909131,-184.163836899058,96.6024113496072,-47.9432761608543,1705.6404902795,1162.65206357434,-542.127643235018,-768.567442140007,2.1316282072803e-14,4,2.56842013514941
66,-53.0279384594074,-96.6379285229115,-131.665705041254,-68.5952073319308,-51.9163508534167,-182.547224017478,95.8429572990012,-49.0134399905949,1696.62364041281,1165.20113394523,-551.498756281792,-772.476885793695,2.1316282072803e-14,4,2.55683784217856
66.5,-53.0984110737505,-96.890341770011,-131.533124777793,-68.6640278819329,-49.5663740385649,-180.927356512749,95.0704353359738,-50.0890686640779,1687.29165182907,1167.3410293317,-560.945520676381,-776.436820811419,2.8421709430404e-14,4,2.54528308105994
67,-53.1656289300212,-97.1405032654148,-131.401626597407,-68.7343461962663,-47.2295688618949,-179.304793105748,94.2847400439819,-51.170232317656,1677.65884439856,1169.0855119267,-570.468431410141,-780.447256539692,2.8421709430404e-14,4,2.53375766168232
67.5,-53.229610607768,-97.3884096418117,-131.271228869986,-68.8061700111082,-44.9063433485056,-177.680073529681,93.485765328133,-52.2570010826044,1667.73925133214,1170.44815988681,-580.067970138522,-784.508176136716,2.8421709430404e-14,4,2.52226332744035
68,-53.2903752397994,-97.6340582684855,-131.141950113235,-68.8795071600157,-42.5970862357597,-176.053718793348,92.6734044344541,-53.349445047972,1657.54661277048,1171.44235648256,-589.744604097773,-788.619535447028,2.1316282072803e-14,4,2.51080175655947
68.5,-53.3479424856805,-97.8774472255002,-131.013808993571,-68.9543655738399,-40.3021673842236,-174.426231458742,91.847549970696,-54.4476342218396,1647.09437032909,1172.08128029113,-599.498784977159,-792.781261833656,1.4210854715202e-14,4,2.49937456343671
69,-53.4023325058038,-98.1185752782795,-130.886824327,-69.0307532805859,-38.0219381955438,-172.798095931581,91.0080939287368,-55.5516384909256,1636.39566255114,1172.37789638742,-609.330947745191,-796.993252966519,2.1316282072803e-14,4,2.48798329999383
69.5,-53.4535659360459,-98.3574418525989,-130.761015079954,-69.1086784052153,-35.7567320360391,-171.169778763398,90.1549277086467,-56.6615275784787,1625.46332122061,1172.34494848996,-619.241509428381,-801.255375565808,2.8421709430404e-14,4,2.47662945704008
70,-53.5016638630154,-98.5940470100032,-130.63640037009,-69.1881491693886,-33.5068646648416,-169.541728963905,89.2879421444849,-57.7773710003926,1614.30986848901,1171.9949520178,-629.230867840983,-805.56746409902,2.1316282072803e-14,4,2.46531446564143
70.5,-53.5466477998973,-98.8283914236657,-130.512999467067,-69.2691738911457,-31.27263466549,-167.914378322394,88.4070275318937,-58.8992380194782,1602.94751476941,1171.3401880149,-639.299400264152,-809.929319430374,2.8421709430404e-14,4,2.45403969849381
71,-53.5885396628998,-99.0604763546987,-130.390831793264,-69.3517609845218,-29.0543238799421,-166.288141736999,87.5120736575645,-60.0271975978262,1591.38815735276,1170.39269789902,-649.447462072925,-814.34070742124,2.8421709430404e-14,4,2.44280647129773
71.5,-53.6273617483039,-99.2903036289258,-130.269916924471,-69.4359189590954,-26.8521978440325,-164.663417550697,86.6029698306473,-61.1613183471914,1579.64337970207,1169.16427899243,-659.675385309386,-818.801357480279,1.4210854715202e-14,4,2.43161604413188
72,-53.6631367101192,-99.5178756141254,-130.150274590528,-69.5216564194658,-24.666506223465,-163.040587893006,85.6796049161807,-62.3016684773266,1567.72445138153,1167.66648079257,-669.983477200369,-823.310961061907,2.8421709430404e-14,4,2.42046962282364
72.5,-53.6958875383444,-99.7431951977528,-130.031924675916,-69.6089820646582,-22.4974832494867,-161.420019026369,84.7418673706193,-63.4483157421961,1555.64232857839,1165.91060194165,-680.372018617998,-827.869170111744,3.5527136788005e-14,4,2.40936836031436
73,-53.7256375378324,-99.9662657651441,-129.914887220301,-69.6979046874515,-20.3453481534504,-159.802061696286,83.7896452795415,-64.6013273839898,1543.40765517713,1163.90768785488,-690.841262481366,-832.475595457681,2.1316282072803e-14,4,2.3983133580175
73.5,-53.7524103077583,-100.187091178211,-129.79918241902,-69.7884331736277,-18.2103055995222,-158.1870514843,82.822826397617,-65.7607700748677,1531.03076434633,1161.66852896808,-701.391432097594,-837.129805145164,2.8421709430404e-14,4,2.38730566716795
74,-53.7762297216858,-100.405675754625,-129.68483062351,-69.8805765011381,-16.0925461148534,-156.575309163019,81.841298190923,-66.9267098563492,1518.5216806003,1159.20365956652,-712.022719440531,-841.831322715349,2.8421709430404e-14,4,2.37634629016087
74.5,-53.7971199082297,-100.622024247497,-129.571852341682,-69.9743437391841,-13.9922465165795,-154.967141052375,80.8449478816955,-68.0992120762729,1505.89012229873,1156.52335715784,-722.735283365289,-846.579625424742,2.8421709430404e-14,4,2.36543618187846
75,-53.8151052323086,-100.836141825554,-129.460268238224,-70.0697440472085,-11.909570335064,-153.362839376397,79.8336624956045,-69.2783413232412,1493.1455045492,1153.63764235312,-733.529247756831,-851.374142404943,2.8421709430404e-14,4,2.35457625100355
75.5,-53.830210276982,-101.048034053805,-129.35009913484,-70.1667866737941,-9.84466823285069,-151.762682619821,78.8073289116496,-70.4641613584666,1480.29694247861,1150.55627922133,-744.404699610776,-856.214252761137,7.105427357601e-15,4,2.3437673613184
76,-53.8424598258672,-101.257706874708,-129.241366010419,-70.2654809554652,-7.79767841883507,-150.166935883893,77.7658339147671,-71.6567350449346,1467.35325484119,1147.28877608366,-755.361687044603,-861.099283607987,2.8421709430404e-14,4,2.33301033298793
76.5,-53.8518788461271,-101.465166589832,-129.134090001126,-70.3658363153899,-5.76872705720926,-148.57585124079,76.7090642512505,-72.8561242737929,1454.32296793216,1143.84438671542,-766.400217237408,-866.028508041566,2.8421709430404e-14,4,2.32230594382614
77,-53.8584924720215,-101.670419841997,-129.028292400417,-70.4678622619771,-3.75792867077527,-146.989668086097,75.6369066870821,-74.0623898878802,1441.21431977746,1140.23211192452,-777.520254296358,-871.001143046043,2.1316282072803e-14,4,2.31165493054481
77.5,-53.8623259890161,-101.873473597921,-128.923994658967,-70.5715683873658,-1.76538653826471,-145.408613488853,74.5492480692801,-75.2755916023003,1428.03526457153,1136.46070147678,-788.721717048001,-876.016347333793,2.8421709430404e-14,4,2.30105798998377
78,-53.8634048184373,-102.074335131334,-128.821218384515,-70.6769643658022,0.208806914662,-143.832902538699,73.4459753903668,-76.4957879219504,1414.79347733632,1132.53865633956,-800.004476752587,-881.073219117703,2.8421709430404e-14,4,2.29051578032186
78.5,-53.8617545026665,-102.273012006583,-128.719985341616,-70.7840599518992,2.16456973102693,-142.262738689701,72.3269758560656,-77.7230360559071,1401.49635877631,1128.47423121661,-811.36835473954,-886.170793814406,2.8421709430404e-14,4,2.28002892226805
79,-53.8574006908633,-102.469512062706,-128.620317451294,-70.8928649787759,4.10183004500984,-140.698314100472,71.1921369563377,-78.9573918285735,1388.15104030557,1124.27543734802,-822.813119962259,-891.308041677298,2.1316282072803e-14,4,2.26959800023209
79.5,-53.8503691252079,-102.66384339798,-128.522236790595,-71.0033893560705,6.02052571151311,-139.139809970226,70.041346539873,-80.1989095874898,1374.76438922415,1119.95004555081,-834.338486470444,-896.483865358159,2.1316282072803e-14,4,2.2592235634742
80,-53.8406856276531,-102.856014354926,-128.425765592039,-71.1156430678231,7.920603943006,-137.587396870464,68.8744928921484,-81.4476421077073,1361.34301402257,1115.50558947635,-845.944110798135,-901.697097396328,2.8421709430404e-14,4,2.24890612723345
80.5,-53.828376087176,-103.046033505784,-128.330926242953,-71.2296361702233,9.80202095381511,-136.04123507199,67.6914648171747,-82.7036404926238,1347.8932697943,1110.94936906276,-857.629589265719,-906.946497634386,3.5527136788005e-14,4,2.23864617383439
81,-53.8134664475174,-103.23390963842,-128.237741284696,-71.3453787892176,11.6647416119943,-134.501474867023,66.4921517230509,-83.9669540711777,1334.42126373723,1106.28845416072,-869.39445519417,-912.230750559417,2.8421709430404e-14,4,2.22844415377173
81.5,-53.7959826954007,-103.419651742699,-128.146233411752,-71.462881117971,13.5087390988892,-132.968256886142,65.2764437114494,-85.2376302912985,1320.9328607268,1101.52968831313,-881.238176029847,-917.548462568953,1.4210854715202e-14,4,2.21830048677276
82,-53.775950849217,-103.603268997274,-128.056425470709,-71.5821534141787,15.3339945764801,-131.441712409911,64.0442316711583,-86.5157146095058,1307.43368894388,1096.67969266963,-893.16015037822,-922.898159160862,2.8421709430404e-14,4,2.2082155628375
82.5,-53.7533969481679,-103.784770756816,-127.968340459095,-71.703205997221,17.1404968625723,-129.921963674961,62.7954073758064,-87.8012503765532,1293.92914554228,1091.74487001817,-905.159704944948,-928.278282046443,2.8421709430404e-14,4,2.19818974325623
83,-53.7283470418529,-103.964166539665,-127.882001524078,-71.826049245157,18.9282421138761,-128.40912417442,61.5298635859034,-89.0942787190084,1280.42440234141,1086.73140891709,-917.236091382836,-933.687186186211,2.1316282072803e-14,4,2.18822336160459
83.5,-53.7008271802925,-104.141466015889,-127.797431961023,-71.9506935915505,20.6972335170027,-126.903298952528,60.2474941553246,-90.3948384166624,1266.92441153075,1081.64528791201,-929.388483043226,-939.123136747879,1.4210854715202e-14,4,2.17831672471601
84,-53.6708634043739,-104.316678995749,-127.714655211899,-72.0771495221237,22.447480987385,-125.404584893355,58.9481941423746,-91.7029657756599,1253.43391137388,1076.49227982271,-941.615971630522,-944.584305986244,4.2632564145606e-14,4,2.16847011363165
84.5,-53.6384817367103,-104.489815418566,-127.633694863522,-72.2054275712301,24.1790008761133,-123.91307100352,57.6318599255663,-93.0186944972413,1239.95743190051,1071.27795608655,-953.917563758627,-950.068770044798,2.8421709430404e-14,4,2.15868378452783
85,-53.6037081729013,-104.660885341971,-127.554574645642,-72.3355383181434,25.891815684661,-122.428838688848,56.2983893242502,-94.3420555419882,1226.49930057616,1066.00769114529,-966.292177408169,-955.574505679039,7.105427357601e-15,4,2.14895796962105
85.5,-53.5665686731846,-104.829898931538,-127.477318428851,-72.4674923831539,27.5859537874662,-120.951962024908,54.9476817242352,-95.6730769894642,1213.06364793971,1060.68666686364,-978.738638283576,-961.099386901665,2.8421709430404e-14,4,2.13929287805077
86,-53.5270891544667,-104.996866450785,-127.401950222323,-72.601300423467,29.2614491623127,-119.482508021399,53.5796382085372,-97.0117838931417,1199.65441319998,1055.31987696828,-991.255676069144,-966.641181549988,1.4210854715202e-14,4,2.12968869674007
86.5,-53.4852954827236,-105.161798251542,-127.328494171357,-72.7369731288963,30.9183411284534,-118.020536880367,52.1941616934001,-98.3581981305073,1186.2753497833,1049.91213149713,-1003.84192058343,-972.197547776115,1.4210854715202e-14,4,2.12014559123435
87,-53.4412134657596,-105.324704764674,-127.256974554739,-72.8745212173465,32.556674092399,-116.566102248236,50.7911570697273,-99.7123382482401,1172.93003082476,1044.46806124929,-1016.49589783152,-977.766030460698,1.4210854715202e-14,4,2.11066370651838
87.5,-53.3948688463134,-105.485596491143,-127.187415781891,-73.0139554300758,34.1764973012907,-115.119251461663,49.3705313500679,-101.074219302356,1159.62185459634,1038.99212222691,-1029.21602595475,-983.344057551241,1.4210854715202e-14,4,2.10124316781181
